Customer ID,Age Group,Age,Gender,Item Purchased,Category,Purchase Amount(PKR),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
549,Middl- Aged,36,Male,Backpack,Accessories,4480,Karachi,M,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months
550,Adult,31,Male,Backpack,Accessories,2030,Islamabad,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37,Venmo,Bi-Weekly
551,Senior,62,Male,Belt,Accessories,4340,Rawalpindi,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12,PayPal,Weekly
552,Adult,29,Male,Coat,Outerwear,5460,Lahore,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly
553,Young Adult,24,Male,T-shirt,Clothing,6580,Mirpur,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18,Bank Transfer,Weekly
554,Senior,63,Male,Sunglasses,Accessories,4130,Gujranwala,M,White,Winter,3.2,Yes,Express,Yes,Yes,15,Credit Card,Quarterly
555,Middl- Aged,56,Male,Sneakers,Footwear,3290,Gilgit,M,Red,Summer,3,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly
556,Senior,63,Male,Gloves,Accessories,3990,AJK,M,White,Fall,4.8,Yes,Express,Yes,Yes,37,Venmo,Annually
557,Middl- Aged,40,Male,Coat,Outerwear,6300,Mianwali,L,Indigo,Winter,5,Yes,Store Pickup,Yes,Yes,21,Cash,Fortnightly
558,Young Adult,18,Male,Shirt,Clothing,4200,Islamabad,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31,Debit Card,Weekly
559,Middl- Aged,50,Male,Sneakers,Footwear,5390,Rawalpindi,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43,Debit Card,Every 3 Months
560,Senior,66,Male,Scarf,Accessories,2870,Islamabad,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly
561,Adult,25,Male,Jewelry,Accessories,3360,Faisalabad,L,Red,Fall,,Yes,Free Shipping,Yes,Yes,12,Debit Card,Annually
562,Senior,65,Male,Jacket,Outerwear,4550,Multan,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25,PayPal,Fortnightly
563,Middl- Aged,53,Male,Jeans,Clothing,4340,Mirpur,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40,Debit Card,Annually
564,Senior,61,Male,Shoes,Footwear,6930,Lahore,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly
565,Senior,67,Male,Hoodie,Clothing,4060,Gujranwala,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30,Bank Transfer,Weekly
566,Senior,59,Male,Backpack,Accessories,3010,Lahore,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,Venmo,Weekly
567,Middl- Aged,55,Male,Sneakers,Footwear,6510,Multan,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly
568,Young Adult,21,Male,Blouse,Clothing,3500,Peshawar,S,Red,Winter,3,Yes,Next Day Air,Yes,Yes,24,Venmo,Fortnightly
569,Middl- Aged,44,Male,Pants,Clothing,6160,Karachi,L,Red,Summer,4,Yes,Free Shipping,Yes,Yes,36,PayPal,Monthly
570,Senior,65,Male,Skirt,Clothing,2310,Multan,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months
571,Senior,65,Male,T-shirt,Clothing,6930,Rawalpindi,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20,Cash,Annually
572,Middl- Aged,54,Male,Jacket,Outerwear,5320,Faisalabad,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37,Venmo,Weekly
573,Middl- Aged,56,Male,Scarf,Accessories,6790,Karachi,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually
574,Middl- Aged,58,Male,Pants,Clothing,4760,Lahore,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly
575,Middl- Aged,54,Male,Sneakers,Footwear,5530,AJK,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20,Bank Transfer,Bi-Weekly
576,Middl- Aged,58,Male,Jeans,Clothing,6020,Karachi,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,38,PayPal,Monthly
577,Middl- Aged,48,Male,Hat,Accessories,4760,Sargodha,M,Black,Winter,5,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months
578,Young Adult,19,Male,Skirt,Clothing,3640,Multan,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,41,Venmo,Annually
579,Senior,69,Male,Sandals,Footwear,6300,AJK,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
580,Middl- Aged,58,Male,Sandals,Footwear,2870,Lahore,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48,Credit Card,Annually
581,Middl- Aged,49,Male,Sweater,Clothing,5600,Rawalpindi,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,10,PayPal,Weekly
582,Adult,32,Male,Sweater,Clothing,7000,Rawalpindi,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Every 3 Months
583,Middl- Aged,40,Male,Jacket,Outerwear,5390,Lahore,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly
584,Adult,25,Male,Shorts,Clothing,5460,Lahore,L,Yellow,Spring,4,Yes,Store Pickup,Yes,Yes,38,PayPal,Monthly
585,Senior,70,Male,Socks,Clothing,6580,Karachi,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,20,Debit Card,Monthly
586,Senior,69,Male,Socks,Clothing,1610,Karachi,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Every 3 Months
587,Middl- Aged,45,Male,Hoodie,Clothing,1400,Lahore,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,9,Venmo,Annually
588,Adult,29,Male,Socks,Clothing,6020,Sargodha,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48,Debit Card,Every 3 Months
589,Middl- Aged,47,Male,Boots,Footwear,4200,Multan,M,Violet,Fall,3,Yes,Standard,Yes,Yes,9,Debit Card,Quarterly
590,Adult,28,Male,Shirt,Clothing,4900,Gilgit,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40,PayPal,Annually
591,Senior,64,Male,Belt,Accessories,2730,Islamabad,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30,Venmo,Fortnightly
592,Middl- Aged,47,Male,Backpack,Accessories,2590,Faisalabad,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly
593,Senior,60,Male,Boots,Footwear,2030,Karachi,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42,Venmo,Every 3 Months
594,Senior,67,Male,Coat,Outerwear,2450,Islamabad,S,Green,Winter,4.4,Yes,Store Pickup,Yes,Yes,9,PayPal,Every 3 Months
595,Middl- Aged,35,Male,Hoodie,Clothing,5810,Sialkot,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,Yes,6,Debit Card,Monthly
596,Adult,30,Male,Shoes,Footwear,5390,Multan,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47,PayPal,Quarterly
597,Young Adult,23,Male,Shoes,Footwear,2590,Mianwali,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,36,Venmo,Annually
598,Senior,70,Male,Jewelry,Accessories,4830,Islamabad,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,19,Bank Transfer,Fortnightly
599,Young Adult,21,Male,Dress,Clothing,4620,Lahore,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months
600,Middl- Aged,51,Male,Boots,Footwear,1820,Muzafarabad,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Every 3 Months
601,Young Adult,22,Male,Hat,Accessories,4410,Karachi,M,Charcoal,Spring,5,Yes,2-Day Shipping,Yes,Yes,25,Venmo,Monthly
602,Adult,32,Male,Backpack,Accessories,2660,Lahore,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5,Cash,Fortnightly
603,Middl- Aged,37,Male,Shoes,Footwear,4060,Islamabad,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10,Cash,Every 3 Months
604,Adult,31,Male,Handbag,Accessories,3220,Muzafarabad,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months
605,Middl- Aged,44,Male,Sunglasses,Accessories,6440,Lahore,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
606,Middl- Aged,40,Male,Hat,Accessories,2240,Lahore,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly
607,Adult,27,Male,Scarf,Accessories,6300,Lahore,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,PayPal,Monthly
608,Middl- Aged,47,Male,Hoodie,Clothing,1610,Karachi,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,44,Cash,Monthly
609,Middl- Aged,41,Male,Backpack,Accessories,1750,Multan,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months
610,Middl- Aged,51,Male,Sweater,Clothing,3780,Islamabad,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly
611,Middl- Aged,53,Male,Shorts,Clothing,5040,Sialkot,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months
612,Middl- Aged,43,Male,Scarf,Accessories,2310,Lahore,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly
613,Senior,67,Male,Hat,Accessories,3010,Peshawar,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33,Credit Card,Quarterly
614,Senior,61,Male,Coat,Outerwear,3570,Faisalabad,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly
615,Senior,68,Male,Jewelry,Accessories,5950,Lahore,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly
616,Senior,67,Male,Sandals,Footwear,7000,Islamabad,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23,Venmo,Annually
617,Adult,29,Male,Gloves,Accessories,5040,Faisalabad,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
618,Middl- Aged,50,Male,Backpack,Accessories,3990,Lahore,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Bank Transfer,Quarterly
619,Senior,61,Male,Jacket,Outerwear,6580,Karachi,L,Cyan,Spring,4,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly
620,Young Adult,19,Male,Backpack,Accessories,2380,Karachi,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months
621,Adult,33,Male,Backpack,Accessories,6230,Rawalpindi,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months
622,Middl- Aged,51,Male,Sunglasses,Accessories,1890,Lahore,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45,Credit Card,Weekly
623,Senior,69,Male,Socks,Clothing,4410,Rawalpindi,S,Peach,Spring,4,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly
624,Young Adult,19,Male,Shoes,Footwear,4900,Quetta,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48,PayPal,Bi-Weekly
625,Middl- Aged,55,Male,Pants,Clothing,6090,Karachi,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually
626,Middl- Aged,49,Male,Jewelry,Accessories,5530,Multan,M,Red,Fall,4,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly
627,Adult,31,Male,Sunglasses,Accessories,5530,Peshawar,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10,Venmo,Annually
628,Middl- Aged,42,Male,Sandals,Footwear,3080,Islamabad,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24,PayPal,Monthly
629,Senior,69,Male,Sweater,Clothing,5950,Muzafarabad,M,White,Fall,,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
630,Adult,26,Male,Shoes,Footwear,6300,Lahore,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually
631,Middl- Aged,41,Male,Jewelry,Accessories,6580,Kharian,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually
632,Middl- Aged,55,Male,Boots,Footwear,4760,Sargodha,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly
633,Middl- Aged,35,Male,Backpack,Accessories,3570,Islamabad,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,Venmo,Fortnightly
634,Senior,66,Male,Sandals,Footwear,2310,Gilgit,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly
635,Middl- Aged,36,Male,Sneakers,Footwear,4200,Islamabad,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46,PayPal,Weekly
636,Adult,27,Male,Hoodie,Clothing,4130,Karachi,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly
637,Middl- Aged,41,Male,Handbag,Accessories,2100,Lahore,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
638,Young Adult,21,Male,Sweater,Clothing,1400,Islamabad,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
639,Middl- Aged,53,Male,Sandals,Footwear,1400,Islamabad,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Monthly
640,Middl- Aged,54,Male,Dress,Clothing,1680,Kharian,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
641,Middl- Aged,53,Male,Skirt,Clothing,6160,Gilgit,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
642,Middl- Aged,47,Male,Blouse,Clothing,5460,Islamabad,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
643,Senior,64,Male,Skirt,Clothing,1750,Hyderabad,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
644,Young Adult,18,Male,Sweater,Clothing,3990,Islamabad,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
645,Senior,68,Male,Backpack,Accessories,6510,Faisalabad,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly
646,Senior,62,Male,Hoodie,Clothing,2940,Sialkot,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15,Venmo,Bi-Weekly
647,Middl- Aged,51,Male,Boots,Footwear,3780,Karachi,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19,Venmo,Bi-Weekly
648,Middl- Aged,54,Male,Blouse,Clothing,4900,Kharian,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly
649,Young Adult,22,Male,Hoodie,Clothing,2170,Multan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly
650,Middl- Aged,53,Male,Pants,Clothing,6510,Multan,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months
651,Adult,34,Male,Gloves,Accessories,2800,Gujranwala,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
652,Adult,32,Male,Hat,Accessories,2240,Hyderabad,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly
653,Senior,64,Male,Sunglasses,Accessories,1890,Gilgit,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly
654,Young Adult,20,Male,Scarf,Accessories,4760,Karachi,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly
655,Young Adult,24,Male,Handbag,Accessories,4130,Lahore,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Annually
656,Young Adult,20,Male,Handbag,Accessories,2520,Kharian,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly
657,Middl- Aged,42,Male,Jeans,Clothing,1610,Faisalabad,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly
658,Middl- Aged,48,Male,Jacket,Outerwear,5600,Islamabad,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly
659,Senior,62,Male,Backpack,Accessories,2590,Faisalabad,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly
660,Senior,62,Male,Shorts,Clothing,3640,Rawalpindi,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly
661,Middl- Aged,50,Male,Coat,Outerwear,5530,Mianwali,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
662,Middl- Aged,57,Male,Shirt,Clothing,4760,Rawalpindi,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
663,Young Adult,24,Male,Gloves,Accessories,6860,Karachi,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly
664,Senior,59,Male,Dress,Clothing,5810,Islamabad,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly
665,Senior,63,Male,Pants,Clothing,5810,Lahore,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly
666,Middl- Aged,41,Male,Pants,Clothing,3850,Sialkot,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
667,Middl- Aged,35,Male,Hoodie,Clothing,1820,Lahore,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly
668,Adult,34,Male,Sunglasses,Accessories,5320,Islamabad,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
669,Middl- Aged,49,Male,T-shirt,Clothing,5950,Gujrat,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly
670,Middl- Aged,43,Male,Jacket,Outerwear,6230,Karachi,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
671,Senior,63,Male,Sweater,Clothing,2870,Faisalabad,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly
672,Middl- Aged,38,Male,Jacket,Outerwear,2100,Rawalpindi,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly
673,Senior,59,Male,Socks,Clothing,3710,Sargodha,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly
674,Middl- Aged,35,Male,Shirt,Clothing,4620,Sialkot,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly
675,Middl- Aged,48,Male,Jewelry,Accessories,2310,Sargodha,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually
676,Senior,64,Male,Sunglasses,Accessories,6020,Hyderabad,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually
677,Adult,28,Male,Pants,Clothing,4200,Lahore,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
678,Senior,60,Male,Socks,Clothing,4340,Sargodha,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually
679,Adult,27,Male,Blouse,Clothing,5180,AJK,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
680,Middl- Aged,56,Male,Sandals,Footwear,6650,Multan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly
681,Middl- Aged,58,Male,Sneakers,Footwear,1750,Islamabad,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually
682,Adult,30,Male,Shirt,Clothing,4130,Faisalabad,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months
683,Young Adult,23,Male,Jacket,Outerwear,2030,Mirpur,M,Brown,Summer,4,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
684,Adult,33,Male,Sandals,Footwear,2520,Multan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly
685,Senior,63,Male,Hat,Accessories,5740,Multan,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly
686,Senior,70,Male,Blouse,Clothing,4970,Muzafarabad,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly
687,Senior,70,Male,Sweater,Clothing,2450,Karachi,L,Beige,Fall,3,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly
688,Young Adult,19,Male,Gloves,Accessories,2660,Lahore,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly
689,Adult,25,Male,Scarf,Accessories,4130,Multan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Monthly
690,Young Adult,19,Male,Hoodie,Clothing,6370,Faisalabad,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months
691,Adult,25,Male,Shorts,Clothing,4760,Islamabad,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly
692,Senior,60,Male,Backpack,Accessories,1470,Muzafarabad,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly
693,Middl- Aged,35,Male,Sunglasses,Accessories,6650,Karachi,M,Cyan,Spring,4,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months
694,Middl- Aged,46,Male,Shorts,Clothing,3640,Lahore,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months
695,Middl- Aged,41,Male,Dress,Clothing,1470,Faisalabad,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months
696,Adult,30,Male,Shorts,Clothing,4690,Quetta,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
697,Middl- Aged,44,Male,Belt,Accessories,2940,Karachi,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly
698,Senior,61,Male,Scarf,Accessories,4410,Karachi,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
699,Middl- Aged,55,Male,Boots,Footwear,2870,Rawalpindi,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly
700,Middl- Aged,50,Male,Handbag,Accessories,3220,Lahore,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
701,Middl- Aged,57,Male,Pants,Clothing,5530,Lahore,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly
702,Middl- Aged,51,Male,Boots,Footwear,6300,Lahore,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
703,Young Adult,18,Male,Shirt,Clothing,4970,Mianwali,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly
704,Senior,63,Male,Dress,Clothing,6090,Lahore,L,Pink,Summer,3,Yes,Standard,Yes,Yes,21,Venmo,Weekly
705,Adult,34,Male,Hoodie,Clothing,4620,Lahore,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually
706,Adult,25,Male,Pants,Clothing,6300,Hyderabad,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly
707,Middl- Aged,46,Male,Jeans,Clothing,3290,Rawalpindi,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly
708,Senior,59,Male,Shirt,Clothing,2660,Faisalabad,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually
709,Middl- Aged,37,Male,Backpack,Accessories,3500,Faisalabad,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly
710,Middl- Aged,49,Male,Jacket,Outerwear,5530,Muzafarabad,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
711,Young Adult,22,Male,Scarf,Accessories,6370,Rawalpindi,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly
712,Senior,64,Male,Boots,Footwear,4200,Peshawar,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
713,Middl- Aged,42,Male,Blouse,Clothing,5670,Peshawar,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
714,Middl- Aged,37,Male,Hoodie,Clothing,6300,Islamabad,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
715,Adult,26,Male,Jacket,Outerwear,4900,Multan,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
716,Adult,33,Male,Jeans,Clothing,4410,Multan,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly
717,Adult,30,Male,Jewelry,Accessories,2030,Mirpur,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly
718,Young Adult,21,Male,Socks,Clothing,6300,Islamabad,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months
719,Young Adult,22,Male,Shirt,Clothing,1540,Gujranwala,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually
720,Senior,63,Male,Shorts,Clothing,1540,Kharian,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
721,Adult,33,Male,Jewelry,Accessories,4340,Sialkot,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly
722,Middl- Aged,43,Male,Blouse,Clothing,3990,Lahore,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
723,Adult,27,Male,Sweater,Clothing,2240,Islamabad,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
724,Middl- Aged,35,Male,Jewelry,Accessories,3710,Mirpur,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly
725,Middl- Aged,37,Male,T-shirt,Clothing,5530,Peshawar,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
726,Senior,61,Male,Hat,Accessories,4270,Murree,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly
